,content
sadness,"""내 표정을 알아?"" 살면서 한번쯤은 ""너 표정이 왜그래?"" 라는 말을 듣고 ""내 표정이 왜?"" 라는 생각을 해봣을 거다 사랑하는 연인의 표정 사랑하는 부모님의 표정 스쳐 지나가는 행인의 표정 테레비에 나오는 연예인의 표정 다양한 이유로 뉴스에 나오는 표정 그 외에 보아온 수많은 표정 하지만, 난 무슨 표정을 어떻게 짖고 있지? 사람 감정을 읽기 위해 우리는 표정을 보는데 당신의 표정은 본적이 잇나? 내가 보는 내 표정 중 가장 많은 표정은 무표정이 아닐까? 나한테 내가 감정을 표현 할 이유가 없엇다. 하지만 문득 내가 사랑하는 나에게 웃는 표정, 슬픈 표정, 화난 표정 을 편하게 보여주면 난 내게 위로를 받게 되는거 같다. ""당신은 당신을 어떻게 위로하는가?"""
sadness,"<슬픔의 위안> 에서 또 공유. ""무슨 말씀을 드려야 할지 모르겠지만 제가 안아드려야 할 것 같군요."" ""알아요, 당신이 무슨 말을 해야 할지 모른다는 걸. 그러니 그냥 날 안아줘요. 아니면 앉아서 커피를 한잔 하거나 함께 걸어요."" 누군가가 ""분노 단계는 거쳤나요? 아니면 부인 단계? 아니면 타협 단계? 아니면 우울 단계? 아니면 수용 단계인가요?"" 하고 묻는다면, 슬픔에 빠진 이들은 아마 ""오늘 아침에 그거 다 겪었어요""라고 대답할 것이다. 슬픔은 늘 책에 나오는 것보다 복잡하다. 수많은 심리학 자료들을 읽되, 그것들을 자신만의 슬픔으로 조리해야 된다는 것을 알고 있어야 한다."
sadness,낡은 책 미로처럼 얽히고 설킨 골목과 가는 곳만 찾는 단골 손님들 형형색색 네온 사인 밝은 거리와 짙은 밤으로 무채색 칠 된 길 고양이들 엇박자 마구 타는 턴 테이블의 컨츄리와 2/2 박자밖에 없는 걸음 소리 복잡하고 다채로운 것을 말하고 서울역을 가는 열차는 늘 만원이다 저마다의 지평을 넓힌 책이 쌓이고 수많은 오류는 오롯이 고목들을 죽인다 헤드라인들은 거듭 날카로워지고 그에 질린 시선들은 무뎌진다 도무지 마음에 비가 그치지 않아 낡은 책을 꺼내고 눈을 감는다 내 영혼의 그윽히 깊은 데서 맑은 가락이 울려 난다 하늘 곡조가 언제나 흘러 나와 내 영혼을 고이 감싼다 .
sadness,"내가 다 해결되었다고 생각하는 일에 여전히 매달려 고뇌하는 사람들이 있으면, 그 사람들을 우습게 볼 것이 아니라, 자신이 빠뜨린 것이 없는지 되돌아보는 게 이롭다. 독창적인 생각은 대개 그럴 때 얻어진다. 일종의 과제 집착력이랄까. 아이들한테만 강요할 게 아니라 어른들도 가져야 할 태도가 아닌가 싶다. 수학 문제 하나 제대로 알고 푸는데도 수고가 만만치 않은데 삶의 문제를 너무 쉽게 해결해버리려는 건 아닌지 반성하게 된다. 게다가 삶의 문제는 대부분 답을 내는 데서 끝나는 게 아니고 그 답을 살아내는 게 필요하니 간단히 마무리될 수 없다. 삶을 사랑한다는 건 결국 문제를 사랑하는 것이라는 말을 다시 이해한다."
sadness,"선택이었던 미로가 뒤틀린다는 말, 우리의 세계가 변했다는 것으로 간주해도 될까 앞에서 사탕을 흔드는 아이의 사탕을 덥썩 물자 태양의 파장으로 스펙트럼이 터져 아이는 눈물을 흘렸고 나 또한 터졌어. 아이의 물방울 하나를 터쳤을 뿐인데 나는 핏방울을 터쳐야 했어 아이의 죄는 화성에, 나의 죄는 태양에 산고, 이 세계의 계산 방식이 이상해 그러니 네가 이 미로를 비튼거지, 해독할 수 없는 것들 속 내가 알고 있는 너의 미로로. 우리가 소싯적 행하지 못 한 유예된 것들을 완성 짓기 위해 시월, 부모의 미로에서 숨이 끊겼던 나를 위해"
sadness,짙은 새벽 누군가 두드려 작은 빗방울 하나 둘 뚝뚝투둑 무슨 일이 있는건지 어떤이의 슬픔인지 왜인지 마음이 아려오는 소리만 귓가에 내려앉는다 어떤이의 눈물은 아닐런지 지금 어딘가에서 울고 있을 어떤이의 울음소리인지 슬픈 마음을 잠시 기댈 곳이 필요한지 우리집 창문 앞에 서성여 저 눈물엔 어떤 이유가 맺혔을까 알수없는 난 들려오는 아린 소리에 아프지 않기를 좋은 날이 오기를 모두의 안녕을 진심으로 빌어본다 여전히 쏟아지는 빗방울은 슬픈이들의 외침 같아서 하늘이 대신 우나봐 어제도 그제도 흐린날씨에 비까지 멈출 생각을 안해 서툰 손짓이지만 나라도 걷어내보는 먹구름 티 없이 좋은 날을 선물해주고 싶었어
sadness,"고레에다: 웃음 가득한 이야기 속에, 일순 아주 본격적인 순간이 툭 들어와요. 구제 씨의 드라마는 그 점이 멋져요. 키키: 그런 센스가 빛날 때가 있었지. 고레에다: 그 부부 컷 말인데요, 0.5초인가 1초쯤 화면이 그대로 있어요. 배우도 딸의 목소리를 '듣고 있는' 연기를 확실하게 하고요. 키키: 역시 사람의 마음을 꽉 움켜쥐고 있었던 거야. 빛났던 시기에는. 내가 보지도 못한 오래전 티비 드라마의 한 장면을 설명하는데 어쩐지 그게 무슨 말인지 이해가 되었다. 삶의 아주 작은 부분까지도 섬세하게 관찰하고 기억하는 사람들이 하는 '사람의 마음을 꽉 움켜쥐고 있었다'는 말 같은 것들."
sadness,오늘은 아침내내 내 눈앞에서 서성이고 있다. 사랑해 레이 침대에 누워 눈은 레이를 쫓고 귀는 작게 틀어놓은 티브이 뉴스소리를 듣는다. 너무 소리가 크다. 인터넷 뉴스를 읽어본다. 평생을 안봐도 좋으니 살아만 있어달라고 청년의 아버지는 말했다 한다. 눈물이 흐른다. 몸과 마음이 깊은 땅속으로 꺼진다. 가슴에 안고 있는 넘치도록 풍성하고 싱그러운 어제의 봄은 사라졌다. '냐옹냐옹' 계속 내 눈앞에 있다. 닿을 수 없는 먼 곳으로 떠났지만 가슴에 손을 모으면 만질 수 있는. 바람이 불때면 보이는. 비가 오면 볼 수 있는. 눈이 오면 볼 수 있는. 매일 볼 수 있지만 손을 잡을 수는 안아볼 수는 없는.
sadness,"무심코 지나칠 뻔한 예쁜 편지지의 당신 이름. 요동치는 마음을 다잡으며 다시 한번 읽어본 당신의 편지는 여전히 포근했다. 나를 만날 때에 당신은 비로소 자신의 모습을 되찾을 수 있다고, 나를 만난 건 크나큰 행운이라고 했다. 그 한 마디는, 내가 당신 곁에 계속 있어도 될, 아니 있어야만 할 명분이 되었다. 나의 생일, 우리는 그것을 기점으로 더욱 가까워져 갔다. 그때가 내 생일이라는 게 감사할 정도로. 당신이 그때 주었던 선물은, 여전히 나의 집에 고이 모셔져 있다. 당신의 편지는 아마 오랫동안 버리지 못할 것만 같다는 생각. 누군가에게 중요한 사람이 되는 일, 그것만으로도 충분히 특별하다."
sadness,"아닌 척 애써 감추는 눈물, 애써 감추는 감정, 애써 억누르는 슬픔 애써 아닌 척 밝게 웃어본다, 내 감정을 감춰본다. 하지만 숨길 수 없는 내 감정, 표정, 슬픔 입은 웃고 있지만 눈에는 눈물이 흐른다. 말은 '괜찮다, 별일없다.' 라는 뻔한 ""거짓말"" 넌 잘 알고 있잖아, 별일 있고 힘들어 하고 무너져 내려가는데 견딜 수 없는데 그렇게 웃으면서 아무렇지 않게 얘기한다. 힘들어 하면서 마음이 아프면서. 그렇게 나는 가면 속에서 살아간다. . . 힘들면 힘들다고 표현해도 돼, 울고 싶으면 울어도 돼. 굳이 네가 힘들게 혼자 끙끙거리지 말고. 다른 사람한테 표현을 해봐. 겁 먹지 말고 천천히."
sadness,"우리 리한이,서한이가 너무 어려서 일을 어떻게 해야 하나 고민에 고민을 하다가 예전 만큼은 일을 못해도 다시 출근 하기로 결정한뒤 맨처음으로 받은 기다렸다는 카톡 한문장이 나에겐 너무 감동이여서 눈물이 주체할수 없이 났다 다시 일하게 되도 날 찾는 사람이 없으면 어떻하나,예전 만큼 실력이 안되면 어떻하나,출산하고 외모로든 마음적으로 너무 많이 망가진것만 같은 느낌이었는데... 너무 기다렸다는 말한마디에 안도와 위로를 받았던거 같다 6개월나 쉬었지만 그래도 기다려주시고 찾아주셔서 너무 감사하다 그래서 더 힘내볼려고 한다 엄마로써 나든, 일하는 나든! 이제 약한마음 훌훌 털고 다시 시작 해보자!!"
sadness,"글을 쓰는 행위는 바로 앨리스가 거울을 통과하는 순간에 벌어집니다. 바로 그 순간, 똑 닮은 두 존재를 가로막던 유리 장벽이 녹아내리고 앨리스는 이곳도 저곳도, 예술도 삶도, 이쪽도 저쪽도 아닌 곳에 존재하게 됩니다. 동시에 그 모든 곳에 존재하게도 되지요. 그 순간 시간이 멈추면서 또한 확장되고, 작가와 독자 모두 이 세상의 것이 아닌 시간을 경험하게 되는 겁니다. 나는 현실적이고 실용적인 것들에 마음이 움직이는 (속물적인)사람이지만 동시에 보이지 않는 것들을 (아예)없다고 믿는 것 또한 비현실적이라는데 동의한다. 가령 사람 사이의 어떤 공명의 순간들처럼."
sadness,"바위에 부딪쳐 산산조각나는 파도와 같이 내 마음도, 알량한 내 감정도 부서져 없어진다. 흔적도 찾아볼 수 없게 사라진다. 무엇을 위해 사는지 이유를 잃어버렸다. 뭘 좋아하고 먹고싶어하는지도 기억이 나지 않는다. 그저 아침에 눈이 떠지면 숨이 쉬어지기에 하루하루 억지로 살아가는 듯 하다. 작은 행복도 존재하지 않는 무의미한 이 끝없는 길을, 행복도 바라지 않으니 다만 슬픔만은 없길 바란다. 걷고 또 걷는다. 끝이 나길 바라며, 살이 까져 피가 나고 쓰라려도 묵묵히 걷는다. 부서진 파도가 다시 하나가 되서 본래의 모습을 찾듯, 묵묵히 걷다보면 잃어버린 나를 찾을 수 있겠지."
sadness,"비가 온다. 너와 처음만난 날도 비가 오는 날이었고 처음 싸우고 화해한 날도, 우리가 헤어진 날도 비가오는 날이었다. 다 비워냈다 생각했는데 비만 오면, 우산만 보면 너가 생각난다. 너가 비워진 자리엔 빗물이 고여있었고 비가 그치면 매말라 너의 흔적이 더 또렸해졌다. 너를 좋은 친구라 애써 포장하다보니 내 모든 기억이 미화된 것 같다. 나에게 그리 나쁘게대한 되게 미운 사람이었는데 좋은모습만 기억하고싶어진다. 실은 아직 너를 다 비워내지도 못하고 널 잡고있다. 놓아주질 못하겠다.. 네 옆에 다른 여자가 서있는 모습을 봐야 정리가 될까 여전히 너가 그립다"
sadness,"당신의 품에서 태어난 그 순간부터 나의 모든 일생을 지켜주었던 당신, 때론 원수가 되어 싸우기도 하고 힘든 일이 생기면 끌어안고 울기도 하고 기쁜 일이 생기면 제일 먼저 생각이 나는 내 모든 기록들에 함께해 준 당신.. 머리가 자라면서 생각이 커지면서 왜 이렇게 가슴이 아픈지 모르겠습니다 언제나 여기 그대로 계실 것만 같은데 시간이 지나면서 하루가 무섭습니다.. 내 세상 내 우주 내 전부 내 편이 되어주고 내 곁에 있어주고 내 삶을 만들어줘서 감사하고 또 감사합니다 오늘, 당신의 눈물과 그 깊은 아픔이 유독 가슴이 쓰라릴 만큼 괴롭습니다.."
sadness,"우리 사람들간의 마음이란 겨우 이런 것 아닐까요? 단순히 생각해보면 어렵게 보이던 것들도 쉽게 보이죠. 삶은 구름에 가려진 달처럼 어둡고 포장되지 않은 흙바닥 같아요. 하지만 우리에게 불어오는 바람은, 달을 가린 구름을 밀어내 빛을 보게 할 것이고 흙바닥에 나무와 꽃의 씨앗을 심어 아름다운 초원을 만들거에요. 우리의 삶의 시간은 아직 다양한 사람을 더욱더 알아가게 하고, 서로를 변화하게 만들고 여럿 감정을 느끼게 하죠. 그러면서 다가오는 폭풍들은 나의 모든것들을 망가뜨릴 지언정 우리는 망가진 곳에 새로운 것을 만들어나아갈 거에요. 그러니 무너지지 말고 더 나아가죠."
sadness,안되는걸 알지만 붙잡았어요. 후회할것만 같아서 그랬어요. 당신 마음속에 아주 조금이라도 내가 남아있을거라고 믿고 싶었거든요. 그래서 죽을힘을 다해서 소리쳤어요. 나 좀 봐달라고 내 손 좀 잡아달라고.. 이기적일지 모르지만 살고싶었어요. 당신이 없는 나는 하루하루를 후회라는 감옥에 갇혀서 고통속에 아등바등 몸부림치면서 당신을 생각하며 버티고 있거든요. 안되는걸 알지만 다시한번 당신의 미소를 보고 싶었어요. 미안해요. 안되는걸 알면서 이러는건 아직도 내 심장이 당신을 잊지 못해서 그래요. 당신을 아직도 정말 많이 사랑하거든요. 내 심장이 지쳐서 멈출때가지만 사랑할게요.
sadness,"매일매일 얼굴 보여 달라는 엄빠의 태담을 아직 듣지 못했나보다 우리 깜짝이 보려하면 할수록 얼굴을 파뭍어 주시는 그래 28주를 기다렸는데 32주까지 못기다리랴 아님 태어나면 얼굴 보여줄꺼니? 그래두 머리,몸무계,팔다리 모든게 주수에 맞게 딱딱 잘 크고 있다니 뿌듯 엄마아빠는 그저 우리 깜짝이가 건강하기만을 기도한단다 몸무계도 1kg 돌파했고 엄마는 몸무계 유지중이고 앞으로 세상 밖 나올 때 까지 우리 힘내보장? but...1차 통과 실패한 임당검사 일주일뒤에 엄마 꼭 통과할께?? 4시간 병원에 있을 생각하니 벌써부터 죽을맛"
sadness,잠에 들며 왼쪽으로 눕던 그 순간에 눈물이 흘러 하늘같은 천정 바라보며 누우면 멈출까 그리했더니 눈에 고인 눈물은 양쪽 볼골이 충분히 깊지 못했는지 이내 흘러넘쳤다 콧등 양쪽골로 모이고 모인 눈물은 모이고모여 깊은 웅덩이가 되어 모두의 글로 인한 슬픔이었나 생각하던 찰나에 그것이 악몽이었는지도 모르는 착각속에서 잠이 들었었는지 조차 구분 못하고 있었다 정신 못차리고 헤어나오지 못하려나 하는 찰나에 아! 나에게도 눈물이란게 있었네 하며 촉촉했지만 이내 말라가는 눈물자욱을 손가락으로 닦아내며 위안을 삼으며 다시 베게를 고쳐 베고 이불을 덮고 잠을 청한다
sadness,"흐르는 불행과 떨어지는 비극에 부정으로 얼룩진 사고가 맺는 상은 희미해진 처음부터 뚜렷한 지금까지의 선상 시간이 의도한 우열에 나는 내 속으로 숨어 들어가고 침잠하여 과거라는 선 위에 뿌리내린 반성은 마침내 선에서 한 점으로 몰입되어 무게중심이 집중된다. 점은 착란에 분산하여 다시금 선으로, 면으로 팽창해서 곳곳이 조각나고 구멍 뚫려 침착이 깨져내린다. 쌓인 파편이 베어내려 자아가 침전한 심연에는 뒤틀린 시야의 해수가 맞이한다. 검은 눈의 주인이 숨을 죽이고 기도한다. 날카로운 눈으로 숨이 멎는 순간까지 염원한다. 이제는 평안이 있기를."
sadness,당신이 날카로운 가시로 찌르는 듯한 말을 내뱉어도 괜찮습니다. 그 말에 상처입지 않는 방법을 알았거든요. 당신이 선인장처럼 상처를 주는 뾰족한 옷을 입었다해도 괜찮습니다. 그 옷 너머 무엇이 있는지 알거든요. 상처를 입기를 두려워하는 당신이기에 그만큼 속은 연한 당신을 알기 때문입니다. 당신 속은 사실 따스함을 품고 있음을 알기 때문입니다. 그러니 가시나무 그대여. 미안해하지 말아요. 당신만이 나의 포근한 집이니..
sadness,새벽 산책을 즐기시는분들은 아실거에요. 차가운 공기는 상쾌하고 착 가라앉는 기분과 시간이 멈춰 버린것만 같은 느낌을요. 지금 순간만큼은 누구에게도 방해 받지 않고 세상에 나 혼자 있다고 생각되는 시간이라는걸요. 더할나위 없이 행복할땐 모든 잡념과 불안을 잊게 해주기도 하지만 고요한 새벽에 잡아 먹히면 갑자기 몰려오는 외로움과 공허함에 괴롭다는것을요. 그럼에도 매일을 이렇게 방황하며 견디는 이유는 누군가가 진득하게 생각나고 그리우니까.. 보고싶지만 볼 수가 없어서.. 고요한 새벽이 모든 슬픔과 아픔을 같이 삼키길 바라니까..
sadness,"두 눈에 슬픔이 서려 슬픈 것들이 보인다. 사는 것의 속성이 슬픔인지 앞 집 넘어 뒷 집에도 슬픈 일들이 가득하다. 애써 눈 감아봐도 슬픈 것만 보여서 왜 그러나 했더니 내게 담긴 것이 슬픔뿐이더라 손끝, 발끝, 머리, 가슴, 다리, 팔. 붉은 혈액 자리에 푸른 슬픔이 흐른다. 핏줄을 이으면 지구 2바퀴를 돌 수 있다던데 내 슬픔도 이어내면 그리 기나긴 모습일까. 푸른 지구에 살 수록 푸른 사람이 된다. 그럴때면 어디서 들려오는 붉은 말 “우리 딸 고생하네"""
sadness,오늘 지인의 안타까운 소식을 들었다 해머로 머리를 맞은듯한 머리가 하애지듯한 나의 무의식이 꿈틀거리는듯하다 최대 정신적 지주의 부재로 홀로남겨진 기분.. 항상 내가 고민하고 두려웠던 씨앗이였다 그것이 발화한뒤 발생되는 모든일에 내가 감당을 할수 있을까? 언젠간 나에게도 일어날이기에 그에 대한 대비는 어떻게 해야할지가 고민이다 지인의 심정이 빙의된듯 한동안 움직이지않고 있다가 현실을 맞이해야하는 순간에 또 한번 깨닫는다 온전한 나로 되어가야한다 한 사람 한 사람의 삶은 자기 자신에게로 이르는 길이다 -헤르만헤세-
sadness,"며칠 전 엄마랑 대판 싸웠다.. 그리고 나서 이야기로 풀려고 이야기 하는데 엄마가 나한테 이런 얘기를 했다. ""엄마는 유일하게 외출하는 날이 병원가는 날인데 너가 병원 안간다고 얘기 하니 서운했다"" 라고.. 그 이야기 듣고 펑펑 울었다... 그랬다. 엄마가 다리를 다치고 나서 내가 데리고 나가지 않음.. 밖에 나갈 수가 없었다.. 내가 엄두가 안나서...데리고 나갈 수가...말 그대로 유일하게 병원 가는 날이면 바깥 바람을 쐐는 날이였다... 오죽했으면.. 병원가는 날이 좋다고 할까...미안해...엄마..."
sadness,"나의 실패를 쉽게 얘기하는 그대에게. 그거 아세요? 그날의 실패는 오로지 내 입에서만 논해질 수 있다는 것. 365일동안 매일 미래를 꿈꾸며 쌓아가던 조각들의 기억이 아직도 하나하나 생생하게 떠올라요. 그런데 눈물로 쌓아올린 탑도 거짓말처럼 하나의 조각때문에 무너지더라구요. 치명적인 하나의 블록만 빠져도 무너지는 젠가처럼요. 1년이 지나고 10년이 지나도 그날의 아픔은 마치 오늘인것 처럼 쓰리거든요. 그러니 내 상처를, 내 실패를, 입에 올릴 자격. 단 하루도 겪어보지 못한 그대는 아무 자격도 없습니다."
sadness,"사랑하는 아도니스가 죽었으니, 나 사랑의 신 비너스는 다음처럼 저주의 예언을 하노라. 이후로 사랑에는 슬픔이 따르리라. 사랑에는 언제나 질투가 따를 것이고, 시작할때는 좋겠지만 끝은 불쾌할 것이로다. 셰익스피어의 비너스와 아도니스에 대한 서사시 중 . 사랑의 여신 비너스가 연인 아도니스의 죽음으로 인해 사랑에는 언제나 슬픔과 질투 그리고 끝이 있다는 저주를 만들었다고 해요 그래서 그렇게 이별이 그토록 아프고 힘들었던걸까 비너스 참 밉네요??"
sadness,"현재 우울한 당신이라면 그 마음을 고스란히 글로 표현했으면 좋겠어요. 누군가를 원망하는 글이어도 되고, 나 자신에게 괜찮아질 것이라고 위로하는 글이라면 더욱 좋을 것 같아요. 그 글자들은 가까이에서 보면 그저 종이 위에 놓인 잉크에 불과할지도 몰라요. 하지만 저 멀리에서 보면 소중한 그대 진심의 아우성일테고, 우울함에서 벗어날 수 있는 중요한 한 걸음일 것이며, 또다시 우울함에 빠진 당신에게 건네는, 오로지 그대만을 위한 최고의 위로가 될 거예요."
sadness,아무리 씻어도 씻기지 않는 저 얼룩은 아무리 웃어도 웃음으로 가려지지 않는 내 슬픔과 닮아있다. 다 같이 웃음 짓고 있다고해서 모두 같은 웃음은 아니다. 길잃은 나의 슬픔을 모른 척 해주길 바라고 있는 것 처럼 활짝 웃어보이지만 실은 웃음 뒤에 숨어 하염없이 울고있는 나를 알아주길 바란다고 울부짖고 있다는 걸 결국 다시 슬픔을 등에 지고 절대 드러날 수 없는 깊숙한 곳으로 끌고 가 숨어버렸다. 세상의 불이 꺼지고 방에 암흑이 가라앉으면 그제야 슬픔으로 빈틈없이 덮여버린 얼굴과 다시 마주한다.
sadness,일어서는 낙담에 취해 집을 향하는 두서없는 걸음 꺾이듯 고개를 들어도 그저 바라보는 밤의 무심함이란 나는 잘 모르겠어요 휩쓸리며 걸어왔을 뿐인데 말이죠 피곤에 절여진 청사진은 이미 예전이었다며 툭 던져진 나는 방문을 걸어 잠갔어요 나는 이제 알 필요가 없어요 홀로선 가로등을 보며 하늘에 별이 없어도 소원을 비는 법을 배웠고 날이 선 자학으로 그은 손목에는 추억거리도 안될 선들을 남겨놓으며 갇힌 방에서 나가는 방법은 방문을 여는 것이라는 당연함을 익숙한 숙취에 시달리며 깨달았으니까요
sadness,집을 나선 담벼락 아래 아무런 함의가 없는 풀꽃이 피어있다 길에 흩어진 유리조각은 어젯밤 흔적일까 아니면 지금은 감정을 잃은 쇳조각일 수도 그득이 넘치는 생각을 집어 누르듯 길을 꽉꽉 밟으며 지난다 피곤을 싣고 있는 지하철이라는 걸 향긋한 빵 냄새로 아는 것이 혼란스럽다 문틈에 붙은 허기진 눈들이 군침이 돌아도 호흡을 억누르며 걸음을 재촉한다 거대한 쇳덩이 속에 흔들리며 생각 없이 답지 않은 물음이 떠오를 때마다 무시한 탓 일까 시간이 많아도 여유롭고 싶지 않았을 뿐이다
sadness,"응,, 이제와 돌이켜보니 흡사 그 날은 남표니 아직 왼손 부상중인데도 삼쩜 슛이 미친듯이 들어갔었던 날이었을꺼야ㅎㅎㅎ 나능 열심히 농구 볼 셔틀한 이후, 셔틀콕 세개가 바스러지게 배드민턴을 했더랬지 격렬한 운동을 즐겁게 마친 그 날 밤에는 미쳐 알지 못했지 바스러진 셔틀콕 세개처럼 이후 내 왼쪽 무릎도 바스러지고 왼쪽 손목도 돌아오지 않는다는 걸ㅋㅋㅋㅋㅋㅋㅋ 이젠진짜늙었나보다 블랙라벨 내 유일한 출근의 이유인데 잠시쉽니다"
sadness,. . 오늘 덮었는데.. 너무 어색해서 나 자신이랑 낯가리는 중..ㅎ 나 진짜 솔직히 넘 우울했어서 오늘 너랑 만나서 넘넘 다행..ㅠㅠ 정말 덮기 싫었다.... . . 나 진짜 진심으로 덮은 머리 다 자르고 나면 밝은 색으로 다시 염색할거야 진짜 . . 민아.. 너는 너가 정말 덮고 싶을 때 덮어... . . . 염색했던거 한방에 몰아보려고!! 기념으로!!!! 연대기 만들어 봄ㅎㅎ . 이걸로 달래야지..ㅠㅠ
sadness,"없이(아니, 이유가 없진 않을 것이다. 다만 내가 그 이유를 모를뿐이다) 슬플 때가 있다. 아이유는 이런 순간이 오면 '이건 이다. 난 다시 이 좋아질 것이다.' 라고 하며 떨쳐내기 위해 애쓴다고 이야기 했지만 은 가짜도, 불필요한 감정도 아니다. 모든 감정을 일일이 정면으로 부딪힐 필요는 없지만, 주어진 감정을 아무 것도 아닌 것처럼 치부해버리는 것도 결론적으로 나 자신을 속이는 것이다. 수없이 생각해보았지만 나는 나이고, 그 누구도 될 수 없다. 그래, 나는 나이다."
sadness,소외되고 상처받은 약자를 유혹하는 천사 아픈 곳을 어루만지며 다정한 얼굴로 책임지지 못할 말을 뱉네 상황에 처한 약자를 달래기 위해 아무 생각과 의미 없는 감언이 눈덩이처럼 굴러가 거대해진다는 것을 알 턱 없는 천사 가여운 약자는 그것이 빈말이라는 것을 알면서도 안쓰러운 현재를 외면하기 위해 속아 넘어가고 연민이 필요하여 약자가 펼치는 동정 연극에 한 치의 의심 없이 속아 넘어가는 천사 무신론자의 눈에는 서로가 서로의 악마로 맹목없는 이들이 야기한 악순환으로 비춰진다
sadness,"난 아직 거기에 머물러있나봐. 너와 가장 행복했던 그 날이 자꾸 생각나. 요즘들어 너가 나오는 꿈을 꿔, 그 꿈이 깨면 너가 없다는 사실에 또 한 번 괴로워하는 거 같아. 널 못 본지 몇년이 되었고 넌 거기서 잘 지내는 거 같아 보여. 넌 내가 그립지 않나봐. 나도 널 잊고 싶은데 너와 함께했던 날들이 내 인생에서 내가 가장 예뻤던 날이야. 그래서 더 잊을 수가 없어. 여자는 사랑받을 수록 예뻐진다고 하더라, 그래서 그때 그렇게 예뻤나봐. 보고 싶다, 내 첫사랑"
sadness,딸래미랑 도서관에 갔을 때 너무나도 좋은 책이여서 몇번을 빌려 본 아홉살 마음사전 그 중 어이없다라는 내용이 너무 재미있어서 사진으로 찍어뒀는데 그 어이없다가 내 얘기가 되었다 취사버튼을 안누르고 밥이 다 된줄알고 연 순간 진짜 어이없었다 딸래미가 하는 말 엄마 이거 아홉살 마음사전에서 나오는데 어이없다야~~~ㅎㅎ 어이없다는 확실하게 알겠구나 이밤 씁쓸하다~~ 더 슬픈건 점점 어이없는 일들이 많아진다는거~~~왜케 슬프냥~~~
sadness,잊고 싶다 한다고 잊혀지나요... 아직 너를 좋아하는데 그게 어찌 가능하겠어... 마음을 간직한다고 해서 오지 않을 너란걸 알지만... 너와 함께한 시간 추억이 나에겐 여전히 소중하기만 하네... 많이 사랑해서 그래서 너를 잃을까 불안해서 그래서 널 그토록 구속하려고만 했었어... 이제는 너를 좋아할 수도 없는데 미워하는건 더 안될꺼 같아... 여전히 니가 그립고 그냥 너라서 보고싶고 잊을 수 없고 그냥 너라서 여전히 좋다... 다른이가 아니라 너라서...
sadness,그대가 내 마음을 걷어차고 떠나갔을 때 난 그대를 따라갔다. 그대를 잡고 다시 한번 이야기를 하고 싶었다. 그리고 내 뒤로는 내게 사랑을 원하는 또 다른 그대가 달려왔다. 난 다른 그대에게서 멀리 도망쳐서 그대를 따라가려고 했다. 그 순간 우리 셋은 만났다. 그리고 그걸 본 그대는 내가 그대를 잊은 줄 알고 도망갔다. 그대 뒤에는 내가 내 뒤에는 또 다른 그대가 서로의 등만을 바라보다 서로 만나고 서로에 행동을 오해하여 또 도망가고 잡길을 반복했다
