,content
sadness,모든 것에 영원은 없다. 감정도 관계도 그 무엇 하나 영원일 것은 없다. 하지만 어리석게도 당신과의 연은 영원이길 바랬다. 영원이 되지 못한다면 긴 시간 함께하길 소망하며 봄을 닮은 당신과 함께 따듯하길 원했다. 당신이 봄을 닮아서일까. 봄과 함께 당신도 떠났다. 왜 하필 많은 계절 중 봄을 닮아 벚꽃처럼 가버렸는가. 여름의 장마도 가을의 낙엽도 겨울의 눈도 이리 짧게 지나가진 않았을거다. 봄을 닮아 사랑스러웠던 당신이 이젠 봄을 닮아 원망스럽다.
sadness,"왜 잊지 못하냐구 묻는다면... 너라서 라고 대답 할 수 밖에... 왜 놓지 못하냐구 묻는다면... 나를 이해해주고 아껴주던 사람 너였어서.... 라고 대답 할 수 밖에... 참 많이 싸워봤고, 그로인해 많이 아팠고... 많이 힘들었고, 많이 외롭게도 했던 사람... 너였어서... 그런 고마움, 기쁨, 슬픔, 행복을 함께한 너였어서 잊고 싶지 않은 것 같아... 잊을 수가 없는 것 같아... 이정도의 시간이 흘러도 여전히 널 사랑해.."
sadness,"끝무렵 전부 부질없다 느껴져. 남들처럼만 살아보자는 다짐도 평범함을 추구하던 가치관도 사랑에 대한 미련도, 삶에 대한 아쉬움도 조금이라도 손에 붙잡고 싶던 행복도 내겐 더 이상 쓸모없는 감정들에 불과해. 결국 다시 돌아오는 건 우울, 슬픔, 무기력뿐 집으로 돌아가는 길, 버스 창가에 앉아 창문에 기대어 이런저런 생각을 해. 평생 비가 내려 우산 아래로 숨고 싶어. 내 우울한 모습을 보이고 싶지 않아, 슬픈 표정을 들키고 싶지 않아."
sadness,세상은 아직 따뜻하다 소외되고 보이지 않는 저 취약한 곳에 밝은 도움주는 따뜻한 사람들이 있기 때문이다 가정 폭력으로도 아픔을 겪고 있는 분이 그 아픔 그 고통 그 슬픔을 견디고서 홀로 서는 두려움앞에 서서 그런분들을 위해서 자기일생를 걸고 싶다는 마음에 눈물이난다 마음이 뜨겁게 끌어오른다 난 무엇에 내 인생을 걸까 먹먹하게 생각해본다 우리는 과연 무엇을 위해서 내 일생을 걸어야 할까요 존재앞에서서 말해본다 어디에 일생을 걸것인가?
sadness,그대와 재회를 한다면 그대는 다시 사랑하는 일이지만 저는 잊는 걸 잊는 바람에 재회라 표명할 수 없습니다 그대에 짧은 성명은 부를 수 없이 멀어졌으나 달을 한 바퀴 돌 만큼 길었더라도 토씨 하나 잊지 않았을 겁니다 비록 그대와 사랑은 절멸했지만 흩어지고도 남은 사랑을 시간조차도 못 가져가도록 고이 숨겨놓은 채 간직합니다 주말에 딱히 할 일이 없을 때마다 그대를 떠올리면서 세상에 없는 듯한 그대를 가끔 사랑하곤 합니다
sadness,점점 아이가 되어가고 있는 듯 하다. 마음도 생각도 감정도 모두 아이가 되어 기댈 곳을 갈망하는 듯 아이가 되어가는 중인듯 하다. 인간이 참 어린 생명체 인 것 같다. 겉으론 다 큰 척 멋있는 말을 뱉으면서 뒤돌아 울고있다. 나보다 더 높은 사람 곁에서 더 큰 기둥같은 사람 곁에서. 그런사람들은 다 아는 것 같다 신기하게. 내가 무슨 일이 있는지 무슨 생각을 하는 지. 내가 그들이 무슨 생각을 하는 지 모른다는 건 참 억울한 일일지도.
sadness,하루를 덧칠하던 가랑비를 기꺼이 맞이하는 입술 연푸르게 죽은 하늘과 색을 나누며 깎아내던 비극은 미소지었어 얼른 도망치도록 해 울긋불긋한 세상에 물들고 싶지 않다면 손발이 떨리더라도 시를 노래하고 싶다면 아마 대단한 이유는 아닐꺼야 마침 혈향같은 꽃내음이 퍼지고 네 목소리가 살아있었을 뿐이니까 뒤돌아보지 말도록 해 걸어온 발자국은 빼앗긴지 오래거든 그러니 그저 앞을 보고 그 숨이 다할 때까지 노래를 부르도록 해
sadness, 소리만 들어도 알아 네가 가진 슬픔 혼자 어쩌지 못해 몰래 흘리는 눈물. 아무도 모르게 조용히 울다 사라지고 싶겠지만 슬픈 음악처럼 마음을 두드리는 너의 소리를 깨어있는 내가 어떻게 모른 척할 수 있겠니. 네가 내리는 밤이 오면 창 닫힌 방 안쪽 보이지 않는 그곳에서 너의 소리에 귀 기울이는 너의 마음을 헤아리고픈 누군가가 있다는 것이 위안이 될까. 혼자가 아니야.
sadness,"내가 죽었을 때 내가 사랑하는 사람들이 슬퍼하고 우는 모습, 나를 그리워하는 모습을 보고 싶어. 내가 살아있을 만 했던 존재였는지, 나는 사랑받을 만 한 존재였는지 뚜렷하게 확인할 수 있을 거 같아서. 어쩌면 그것이 더 살아있는 느낌일 거 같아서. 내 사랑하는 사람들이 아파하는 것을 보고 내 마음도 아파오고 깊은 슬픔이 다가올 때는 다시 살고 싶을 거 같아. 그래서 죽음이 밉겠지. 아무튼 내가 슬픈 것은 피할 수 없네."
sadness,자꾸생각날거에요. 그만하고 싶은데 늘 그래왔고 그게 당연한것처럼 일상이 되어 있겠죠. 누군가를 좋아하고 사랑하는데 당연한거에요. 눈뜨고 하루를 시작해서 잠들기전 하루를 끝내기 전까지 그럴거에요. 그게 당연한거에요. 그러니까 억지로 멈추려고 하지 말아요. 그냥 생각나면 생각나는대로 두는거에요. 당신에게 소중하고 전부인 사람이잖아요? 지금은 그냥 두세요. 심장이 그걸 바라는거에요. 그러니까 딱 생각나는만큼만 그러도록 해요
sadness,울 찌누 낮잠 푸욱 자고 일어나서 뿌에엥 누가보면 엄마가 옆구리 꼬집었는줄 알겠어 얘 그래도 요즘 낮잠시간이 조오금 길어진거같아서 자유시간이 좀 생겼다 30분이 낮잠시간이었으니...넘 야박했지? 그치? 낮잠도 잘 자고 밤잠도 잘 자주라구?? 8개월 입성하더니 완전 때때때때쟁이가 되어브럿어?? 그래도 우래기 크느라고 고생하는거 엄마 아니까 다치지만 말고 잘 버텨보자??????
sadness,한 줌의 구름 없던 아름다운 밤하늘에 당신은 왜 숨었습니까 그렇게 빛나던 별들 중에서 가장 따뜻했던 얼굴을 어째서 감추셨습니까 왜 제게서 도망치듯이 한번도 뒤돌지 않고 저 멀리 떠나시나이까 당신이 무엇을 하든 나는 상관하지 않을테니 그저 옆에만 있는것도 제겐 허락되지 않는단 말입니까 애초에 당신을 보지 않았더라면 정말 좋았을 것을 당신은 그런 생각도 하지 않았겠지만 나에 대한 생각은 한번도 한번도 한적 없겠지만
sadness,요보 나이렇게까지는 필요없는데ㅠ 난 감가상각되는거 돈아까운데 아놔 . 당신 다계획이있었구나 당신진짜 요즘 너무지르시는거아니심?? 시댁집지어드리는거때문에 찔리심?? . 그래 나이사십에 이정도타줘야되나 . 만사 집순이 타고다닐때라곤 애들 픽업할때뿐?? . 성격이 즐기는 성격못됨?? 꿈많은 딸램위해 치마바람좀 불고댕기야되는데 아 마트끌고다니기엔과하다 과해 안좋타안좋아 아니다 아니야 .
sadness,살아가는 흘러가듯이 살아간다는 건 설운 일이 넘쳐난다는 말입니다 지나간 것으로 여기면서 남아있는 것들 돌아보지 않으려 애써도 나를 서려 붙잡습니다 그리움 그 보단 미련일까요 후회가 짙어서잊히지 않는 걸까요 슬퍼도 울음이 나지 않는다는 어리석은 말 그 정도로는 비워낼 수가 없어서 담아둘 뿐입니다 그렇게 지내는게 사는 거라고 하던가요 설운 마음들을 눈물로도 밀어내지 못하면서 흘러가듯이 살아내는 중일 텐데 말입니다
sadness,봄바람 눈을 뜬지 스물 두해 아직 사랑할 수 있는 게 있을까요 해마다 끊어내는 일을 반복하는 게 삼월입니다 봄은 따뜻한 시작이어서 부서진 바람조차 포근하게 지난 설움을 잊으라 속삭입니다 괜스레 재촉하는 걸음을 따른 못다 피어 마주한 도로변의 가로수와 설핏 오른 야경이 겉옷을 내려놓은 듯 흘러내린 풍경이 살가운 기다려줄 수 있을까요 저는 아직 한창 겨울이어서 다만 사랑을 하기엔 미련이 남아서 말입니다
sadness,"나의 첫 드럼이자 약 4년간 연습,공연,녹음을 함께했던 친구를 다른 드러머분에게 보내게되었다.. 팔때는 잘 몰랐는데 다음 주인분이 가져가셔서 잘 설치끝냈다고 문자로 사진을 보내주시고, 다른공간에 놓여진 모습을 보는순간 뭔가 가슴이찡하고.. 물건에도 정이든다는 말이 무슨 말인지 실감이 나는거 같았다.. 4년간 잔고장없이 나와 함께 해줘서 고마웠다 ㅜㅜ 앞으로 새로운 주인과 좋은 연주를 들려주길"
sadness,"행복이란. 다가왔다 싶으면 멀어지고. 멀어지고 계속해서 멀어져, 사라졌다 싶으면 나타난다. - 쫓는 것 같다가도 쫒기는 것. 가깝지만 먼 그런 추상적인, 찬란하지만 그 찬란 속에 수많은 슬픔이 희생당한. - 보통 사람들은 많은 것을 바라지 않는다며 작은 행복을 바라지만, 그 작은 행복에도 슬픔이 따르기에. . 어쩌면 우리는 행복을 못 본게 아닐까. - 큰 행복에 정말 작은 슬픔이 따르길."
sadness,이제 정말 이별이야 보고 싶어도.. 연락하지마 찾아오지마.. 연락하다 갑자기 보고 싶어질 수도 있으니까 찾아오면 내가 다시 너에게 마음을 줄 까봐.. 다신 똑같은 상처를 받고 싶지가 않아.. 널 지울려고 해도 그게 잘 안돼.. 다른 누구말고 너.. 단 하루도 널 잊은 적이 없었는 데 이제 잊어볼려고.. 넌 잘 지내고 있더라.. 나도 너처럼 잘 지낼려고 해..
sadness,마사지건이 있지만 압이 세서 잘 쓰지 못하고ㅠㅠ 운동도 잘 못가고ㅠㅠ 어깨는 자꾸 뻣뻣하게 굳어가고요ㅠㅠ 집에서 필라샘이 알려주신 어깨돌리기 하곤 있는데 7키로짜리 맨날 들고있으니 택도 없네요ㅋㅋㅋ 셀프 부항 떠도 그때 뿐이고요ㅠㅠㅠ 그냥 쉬면 나을거 같은데 백퍼 천퍼 나을 수 있는데...ㅠㅠ 아 마사지건은 좋아요 아직 출산한지 오래되지 않아 저만 잘 못쓰는 것뿐ㅠ
sadness,얼마만인가요 넘 바빠 운동을 못하고 그러다 거의 한 달동안 운동을 안하고 맘껏 먹고 놀아버렸네요ㅋㅋ 눈바디가 점점 옥죄어와서 오늘 간만에 아침 공복 운동하고 아침도 닭가슴살에 단호박 먹었어요. 살때문에 그만 고통받고 싶다 2주간 술과 과자는 끊어보겠습니다. 과식도 절대 안할거야..!!!! 몸무게는 숫자에 불과하지만 그래도 2kg는 빼볼까나..ㅋㅋㅋ
sadness,"태양이 사라졌다고 생각하는 순간, 한줄기의 빛이 내게 비쳤다."" ㅡ 커트 코베인(1967.2.20.ㅡ1994.4.5.) 그가 죽었다는 소식을 친구로부터 들었을 때 나는 잔디밭에서 불안한 눈빛의 동년배들과 술잔을 기울이고 있었다. 그를 아는 이들은 깊은 슬픔과 절망에 빠졌고 그를 모르는 이들은 이런 우리를 의아하게 쳐다보았다. 그리고 그가 세상을 떠난 후 내 삶의 궤적도 바뀌었다."
sadness,"3년전 처음 부속어린이집에서 데려온 우리 집 새 가족 햄스터 점박이..... 항상 바퀴를굴려가며 밤 늦게부터 새벽까지 열심히 놀았던 아이... 최근 이별을 준비하기위함인지 털과 살이 빠지더니... 오늘 우리 곁을 떠났다.... 더 많이 아껴주고, 사랑해주지 못한 미안함.... 우리 세 가족 함께 손을 잡고 기도했다... 점박이가 평안하기를..... 점박아.... 안녕...."
sadness,따사로운 햇살 사이로 그대의 더없이 맑은 미소가 비칩니다 그림자처럼 그대 뒤에서 영원히 머무르는 것 또한 평생의 염원이나 그대의 미소를 바라볼때면 단 한번이라도 그대와 마주 볼 수 있기를 그대의 맑고 초롱한 눈과 시선을 맞추고 속절없이 깊은 눈망울 속 유영할 수 있기를 그대는 내게 따사로운 미소를 보이지 말길 내게 그대와 마주할 용기를 불어넣지 말길
sadness,여행을 못간지 2년된거 같다 코로나가 아닐땐 다들 어디갈까 저기로갈까 생각하고 또생각하면서 기쁜마음으로 여행을 갔는데 터진이후로 못가는날이많아지고 슬픔속에 마음의 문을잠궈버리고 언제쯤 마스크 벗는날이 올까 그날이 1년이지날지 2넌이지날지 아무도모른다 마스크벗는 날이 왔으면 좋겠다 그러면 다들 좋아하고 서로바라보며 웃고 행복할텐데
sadness,말없이 쏱아지는 것에 슬픔을 느낌이라 조용히 나리는 것에 시원함을 느낌이라 담고 담겨 섞인 것에 비 한 방울이 물결치듯 내릴 때 나는 왜 만족하였는가 그건 아마도 이다지도 섞인 내 모양이 흘러내리는 빗줄기를 바라보며 흐르기 시작하기 때문인듯해 고인것이 썩는것이 아니라 고인것이 숙성되도록. 담고 섞고 흘리고 품어 나의 것을 지키기를. 오늘도 아껴 품고 숨을 쉬어본다
sadness,기회가 온다면 고민하지 말고 그 기회를 잡으시길 바래요. 그 기회가 자신이 바라고 바라던 것이라면 더욱 놓치지 않으셨으면 좋겠어요. 바라지 않았지만 한번쯤 생각해봤던 기회라도 잡아보셨으면 좋겠어요. 아직 오지도 않은 미래 걱정에 망설이지 않았으면해요. 후회할지도 몰라요. 누군가에겐 간절히 바라던 기회라고 생각하고 마지막이라 생각하며 기다리고 있을지도 모르거든요.
sadness,"사이에서 희게 피어오른 날이었다 맺음새 없이 매끈하지도 않았던 옅게 깔린 안개만큼이나 흐렸했다 감히 이야기를 청해 한 숨 돌릴 새도 없이 두드리는 연의 계 딱히 누군가가 있지 않을 사이 검은 하늘이라도 비춰주었으면 하였지만 어떤 잎도 붉지 못했다 아마도, 이젠, 다시는, 그렇게 말들에 지쳐서 귀를 막는다 담그어도 더럽혀지지 않는 그저 흰 사람을 원했을 뿐인데"
sadness,"ㅠㅠ오늘 결긴데ㅠㅠ 아침일찍부터 호출로 친정엄니모시고 응급실행ㅠㅠ 이런시국에ㅠㅠ안아픈곳도 아프겠다는ㅠㅠ 격리실에서 코로나검사 피검사 등등...많은 검사ㅠㅠ 한참의 시간이 지나고 코로나는음성ㅜㅜ 불행중 다행이지만ㅠㅠ 결기6주년...ㅠㅠ속상ㅠㅠ 엄마 아푸지마세요ㅠㅠ 친정아부지말씀 ""걱정마 엄마 골골백세로 내보다 오래살껴"" 엄마 아푸지말고 오래오래건강해쥬세효ㅠㅠ"
sadness,아이라인 지우러 갔다가 쌀국수만 폭풍 흡입하고 돌아옴ㅋㅋ 한달에 한번씩 10회 해야한데요.. 속눈썹이 다 빠진데요.. 일주일은 부어있데요.. 첫달은 라인이 더 찐해진데요.. 일년동안 한달에 일주일을 부운눈으로 어떠케 살아....?? 한달에 한번 수면마취하는건데 이건 괜찮은가? 그냥 진한 아이라인으로 촌스런 아이라인으로 인상 쎈언니로 살기로...??
sadness,"미안해.. 나같은 사람을 좋아하게 해서, 너와 너무 많은 추억을 쌓았으면 안 됐었어.. 근데 너무 두려웠어, 너가 소중했거든.. 근데도 받아주지 못한 이유는 말야.. 나도 나를 사랑하지 않는데, 내가 다른 사람에게 사랑을 받아도 되는 건 아니라고 생각해서야.. 너가 싫은게 아니라.. 내가 너무 못나서 그런거야.. 미안.. 내가 이런 사람이라서.. 미안해.."
sadness,"...하루종일 예민했던하루ㅡ 예약날짜 다가오면 또이런저런 근심..걱정.. 수술하고나면 괜찮을줄 알았는데ㅡ 한달에 한번에서 3개월에 한번인데.. 여전히 마음은 천근만근ㅠㅠ 금식, 수면제먹고도 잠못드는 가여운모습, 또 얼마나 울어야 끝이나려나.. 또 얼마나 트라우마로 힘들어하려나.. 미안하고,내가…죄인…"
sadness,나는 널 원하지 않는다 단지 네가 행복했으면 내가 걱정할 필요도 없이 떨쳐내기 힘든 너란 사람을 어떻게 잊을까 널 미워하는 건 옳지 않고 널 사랑해선 더더욱 아니되니 난 그냥 네 행복을 바라기로 했다 그렇게 네가 행복하다면 내가 걱정할 필요도 없으면 자연스레 널 잊지 않을까 하고 의미없는 생각을 하면서 또 누군가의 행복을 바라고 바라고 있습니다 오늘밤도
sadness,"5월 3일의 당신은 이별의 슬픔을 알기에 함께하는 모든 순간을 소중히 여기는 사람이에요 금잔화는 햇빛을 받으면 피고, 해가 진 밤에는 지는 꽃이에요 꽃말처럼 햇살과의 이별을 슬퍼하는 금잔화인가봐요 어제는 하루 종일 비 내리고 바람 불더니 하루만에 화창해졌더라구요 종잡을 수 없는 날씨에 정신을 못차리는 중이에요"
sadness,"운이 좋아, 이주윤 작가님 그림책나눔을 받게 되었네요. 아이들 그림책이지만, 어른인 제가 더 큰 인사이트를 얻어갑니다. 초4딸도 그림 너무 귀엽다고 어제 품속에 꼬옥 안고 잤다는 후기도 남겨요~나눔받고 후기 안 남겨도 된다고 하셨지만, 책이 넘 귀여워서 안 남길수가 없었네요ㅋ 많은 독자들이 읽을수있게 도서관 희망도서도 잊지않고 신청할게요"
sadness,싸운 뒤 눈떠보니 선물 원래 설아 돌 사진찍으면서 주려했던 선물인데 뜻밖에 땡겨받음 미안한마음 표현을 잘 못하는 남편 표현이 서툰걸아는데도 나 힘들때는 그게 생각이 안들때가 많다 홀로 두아이보면서 독박하다보니 몸은 아얘 가버리고 서글플때가많아서 자주 관계가힘들어질 때가 많다 언제 풀어지려나 이렇게 줄 선물이 아니었지만 큰 선물 고마워
sadness,머리는 잘랐는데.. 어째 머리 자르기 전이 더 이쁜것 같은 ㅠㅠ 매번 가던 미용실 담당 선생님이 바뀌어서 그런가 이번 머리는 대 실패 예요 ㅠㅠㅠㅠㅠ 바가지 머리인데... 점점 다듬는게 길어지더니 너무 작은 바가지가 되었어요.. 옆짱구 서우인데.. 너무 옆짱구가 부각되기도 하고 ㅠㅠ 보고 있는 너무 맹구 느낌이.. ㅠㅠ 얼른 머리 기르쟈
sadness,지난주에 이어 오늘도 어쩌다 호치민 오늘은 광어도다리쥐치로 1키로 . 주섬주섬하길래 뭐하나 했더니 갑오징어를 물넣고 담아준다 집에가서 애들이랑 놀다 죽음 삶아드셔요 하면서. 그녀들의 서비스의 끝은 어디인가 그래서 담주도 또가보려고한다 당골챙기는 횟집중 최고최고인듯 . 드라이브갔다 함 들려들보세요 당골되면 본품보다 서비스가 기막힌곳 .
sadness,"우리가 그때 만나지 않았다면 아픔이 없었을까. 서로 아픔이 크게 다가와 그게 원망이 되었을까 행복만 했던 우리에게 한 걸음씩 다가온 아픔은 우리의 삶을 이렇게까지 바꿔놓았을까 . 너와의 만남이 행복에 시작이었다면 우리의 헤어짐 끝엔 무엇이 기다릴까 . 아픔일까 , 절망일까. 너와 이별하니 알겠더라 , 헤어짐 끝엔 죽음이 기다린 다는 것을 ."
sadness,유모차 썬캐노피 지퍼열면 한단더내려오는건데 지금껏 남편이랑 둘이 햇빛가려주느라바빳다 바보들아닌가 ㅋㅋㅋㅋㅋㅋ 요즘 낮에 잠도 거의안자고 계속 놀아달라고 엄마찾는 봄이덕에 낮에 아무것도 못해요 ?? 잠깐 자는타임에는 할일이 태산이라 내시간이 1도없는 ... 이제 어떻게 놀아줘야되는거죠ㅋㅋ 놀아주기 스킬이 없는 엄마는 웁니다 또르르
sadness,태풍 태풍이 온 날 뒤틀리는 창소리에 깨어 차게 적신 베갯잇을 보았어 지난날 묵혀둔 설움을 넘겨내듯 찬 물을 들이켜고는 누가 남긴 선인지 되짚는 상처 두어개쯤은 뱉어내면 그만 일 텐데 배려 없는 다정이라면 어찌해야 할까 태풍이 왔으면 했어 차라리 전부 날아가버렸으면 하는 창백한 향이 차갑고 저릿한 말들이 매몰차서 그래서 울어버렸어
sadness,나이들수록 드는 돈 중 하나가... 눈때문인듯... 잘 안보이는것.... 의사쌤한테... 혹시 라식이나 라섹을 할순 없을까요?? 음.... 노안이 온겁니다.... 왓...더.... 슬프다.... 애덜말로 개슬퍼..... 노안이다.... 이제 얼굴도 노안... 눈알마저 노안....
sadness,"인사이드 아웃의 슬픈 감정이 떠오른다. 영화의 중후반부까지 슬픈 감정은 행복한 인생에 아무 도움이 안 되고 없어지는 게 나을 것만 같다. 기쁜 감정만이 행복한 인생을 만들 것만 같다. 그러나 슬픔은 타인과의 공감을 형성하고 인연을 맺는다. 정해진 인연은 없다. 다만, 소중한 인연을 만들어갈 뿐."
sadness,참 따뜻한 말. 내 마음을 울려. 그 한마디에 담긴 사랑 한 스푼. 그 하나에 나 살아갑니다. 당신의 그 한마디에 나 오늘도 살아갑니다. 내일 어떤 하루가 펼쳐지더라도 당신만 있다면 괜찮아요. 나 이겨낼 테니까. 그러다 힘들면 잠깐 당신의 품 속에서 쉴 테니까
sadness,"오늘은.......'괜찮다. 괜찮다. 괜찮다. 괜찮다. 괜찮다. 괜찮다' 수백번 수천번 수만번 주문을 걸어보는.... 그런데 오늘은 이 주문이 안먹히네?? 다음생에는 누구의 딸, 누구의 엄마로만 살아보고 싶다 또한 멋진 여성으로~~ 오늘 밤은 유독 불끄고 눈감는게 힘들구나.... 그래도 이 시간 버텨보렵니다"
sadness,진실을 응시하기란 쉽지 않지 일상을 무너뜨리지 않기 위함 통제할 수 있을 만큼의 욕심은 죄가 아니래 그냥 노력인 거야 짐짓 의뭉스러운 얼굴을 하고 모두 암묵적 동의 위를 춤추지 애쓰고 있었던 거야 사실은 진심이 있어도 행위는 거짓 불신은 거짓만을 겨냥하니 무의식이 과연 죄를 벗어날 수 있을까
sadness,"쓰디쓴 술을 너와 나 중간에 두고 대화로 지새우는 밤. 술기운이 강하게 나의 이성을 끊으려할 때, 지금이다싶어 화학약품같은 술을, 내 몸에서 끓어오르는 경고를 무시한채, 식도를 타고 흐르도록한다. 술을 먹으면 사람이 참 쉽고 단순해진다. 내 성격으로는 절대 될 수 없는 사람이 되어버린다. 난 그 낯선이를 즐기기로 했다."
sadness,"네가 모르는 나의 아픔을 함부로 이야기하지 말아줘 너의 아픔을 귀로만 들은 나는 과연 눈으로 봤어도 아픔의 크기를 정해서 말했을까 아니, 같은 아픔이라도 사람마다 느끼는 감정의 크기는 극과 극이듯 나는 남의 아픔을 마음대로 판단하지 않아 흔히 이렇게 말하곤 하더라고 ""정말 아파본 사람은 남의 아픔을 알려고 하지 않는다"""
sadness,어쩌면 나는 사는 것에 있어 중요한 것을 버렸다고 볼 수 있다 현재 가장 불행하지는 않아도 현재 가장 행복하지는 않아도 나는 사는 것에 있어 가장 중요한 것을 아무런 거리낌 없이 버렸다 사랑 추억 기억 회상 모든 것을 다 그렇게 나의 이야기는 다시 쓰여진다 그렇게 나의 이야기는 다시 시작이다 -이별과 사랑 사이 어딘가
sadness,D-3....예정일 삼일 앞두고.. 튼살이 생겨버렸다....:( 나름 초기 부터 관리해 여태 잘 버텼는데.. 아가가 밑으로 내려오며 감당하지 못하는 내 몸둥이가 튼살을 양쪽에 쩍쩍 갈라놨다.... 힝....?? 따갑다아 흐어어어어엉 ?? 우리아들 건강히만 나와라 나오기만해봐랏 볼따구 퐁퐁 만번 할꺼야야
sadness,오늘 제주도민 생활끝! 다양한사람들과 어울려보았고 내성적이고 어색함이 많은 내성격 받아준 사람들 너무고마웠어요 육지 올라갑니다ㅎㅎ 막상 가려니까 많이 슬프고 조금 우울한기분?? 1년동안 좋은 사람들과 늘언제나 나와 함께해주던 스탭들이 주마등처럼 떠오르네 항상 연락하며 지내봅시다 우리스탭들 ㅎㅎ 오늘 분당 갑니다~
sadness,한 사람이 엎드려서 울고 있다. . 눈물이 땅속으로 스며드는 것을 막으려고 흐르는 눈물을 두손으로 받고 있다. . 문득 뒤돌아보는 자의 얼굴이 하얗게 굳어갈 때 바닥 모를 슬픔이 눈부셔서 온몸이 허물어질 때 . 어떤 눈물은 너무 무거워서 엎드려 울 수밖에 없다
sadness,"웃고 있는 사람들에게. 당신은 어떤 아픔을 가졌길래, 그 슬픔을 숨기려 환히 웃나요. 힘들지 않은 사람 없듯, 슬프지 않은 사람 없고. - 웃고 있는 사람 중 정말 행복한지, 한번만, 딱 한번만 손 내밀어 주세요. - 언제든 눈을 뜨면 앞에 서 있을게. 혼자인 것 같았지만 언제나 함께였어. 정말 넌 혼자가 아니야."
sadness,너와 함께 있고 싶었어... 그저 너와 함께 있고 싶다는 그 생각 하나로 난 너의 부름에 다른 생각하지 않고 달려가 너의 품에 안겨 있는 이순간이 꿈같아 꿈에서 깨지 않으려 애를써 지금 이순간이 끝나지 않길 바라며 깨지 않으려 떠졌던 눈을 다시 감아 꿈에서 깨어나 돌아가는 길 나는 네가 그립다…
sadness,머리 많이 길렀다..단발이 좋은데 긴머리를 고집하니.......1년반 치곤 한번 자른거 치곤 빨리 자랐네... 일주일간 세상 다른 행복을 느끼다 아픔이 있었지만... 곧 다시 찾아올테니 슬픔도 잠시 ... 행복한 생각만 하며 기다릴께.... 다시 꼭..꼬~~~옥 만나쟈. . . . . .
sadness,이대로 누워 있다고 변하는 것은 없었습니다 이렇게 괴로워서 땅에다 주먹질을 해도 이렇게 슬퍼서 처절한 울음소리를 내도 변하던 것은 오직 그들의 시선 뿐 그래서 나는 숨기기로 했습니다 나의 모든 병들을 가려야만 했습니다 이젠 지쳐서 누구한테나 말하고 싶어해서 걱정입니다 나에 대한 그 시선이 내게 돌아올까봐 무서워요
sadness,부럽다. 나도 내 옆에 누군가 있었으면. 끝없는 침묵은 오랜시간 나와 함께 했지만 도무지 친해지지 않아. 도리어 서로를 어떻게 하면 죽일까 궁리하게 돼. 오죽하면 소란스러운 것이 싫은 내가 시끌벅적한 것이 그리울까? 아. 아닌가. 원래 활기를 좋아하지만 나에게서 먼 것이라 조용함이 좋다고 세뇌를 해왔던 것일까.
sadness,병에 걸린 게 분명하다. 괜찮지 않은데 괜찮은 척을 너무 잘한다. 괜찮지 않다고 말하면 되는데 괜찮다며 웃어 보인다. 깔깔 웃고 활짝 미소를 지으며 되려 안부를 묻고 위로를 전한다. 온 세포가 다 타버린 연탄 같다. 곧 부서질 것 같은 상태로 괜찮다 연신 말하며 웃는다. 사실은 아니라고 말하면 되는데.
